2,-0.01,-0.01,
18,-0.01,-0.01,
38,-0.01,-0.01,
59,-0.01,-0.01,
79,-0.01,-0.01,
99,-0.01,-0.01,
119,-0.01,-0.01,
138,-0.01,-0.02,
158,-0.01,-0.01,
178,-0.01,-0.01,
199,-0.01,-0.03,
218,-0.01,-0.03,
239,-0.01,-0.03,
258,-0.01,-0.03,
279,-0.01,-0.03,
298,-0.02,-0.03,
318,-0.02,-0.03,
338,-0.02,-0.03,
358,-0.02,-0.03,
381,-0.25,-0.07,
398,-0.25,-0.07,
420,-0.33,-0.07,
440,-0.43,-0.07,
459,-0.49,-0.09,
480,-0.70,-0.11,
498,-0.70,-0.11,
520,-0.79,-0.11,
541,-0.80,-0.11,
560,-0.85,-0.09,
578,-0.85,-0.09,
601,-0.89,-0.07,
620,-0.94,-0.07,
640,-0.97,-0.07,
658,-0.97,-0.07,
679,-0.98,-0.07,
699,-1.00,-0.05,
720,-1.00,-0.03,
739,-1.00,-0.02,
761,-1.00,-0.01,
781,-1.00,0.00,
801,-1.00,0.00,
820,-1.00,0.00,
839,-1.00,0.00,
859,-1.00,0.00,
879,-1.00,0.00,
900,-1.00,0.00,
919,-1.00,0.00,
939,-1.00,0.00,
960,-1.00,0.00,
979,-1.00,0.00,
1005,-1.00,0.00,
1024,-1.00,0.01,
1040,-1.00,0.09,
1060,-1.00,0.16,
1080,-1.00,0.19,
1100,-1.00,0.21,
1120,-1.00,0.27,
1141,-1.00,0.30,
1164,-1.00,0.33,
1181,-1.00,0.36,
1202,-1.00,0.39,
1219,-1.00,0.39,
1240,-1.00,0.33,
1260,-1.00,0.31,
1278,-1.00,0.29,
1299,-1.00,0.22,
1320,-1.00,0.17,
1341,-1.00,0.06,
1360,-1.00,0.02,
1381,-0.97,0.00,
1401,-0.95,-0.01,
1419,-0.95,-0.01,
1439,-0.95,-0.01,
1459,-0.95,-0.01,
1480,-0.95,-0.01,
1500,-0.95,-0.01,
1519,-0.95,-0.01,
1540,-0.95,0.01,
1559,-0.95,0.01,
1578,-0.95,0.10,
1598,-0.95,0.17,
1618,-0.95,0.20,
1639,-0.95,0.24,
1659,-0.95,0.29,
1679,-0.95,0.29,
1699,-0.95,0.31,
1718,-0.95,0.35,
1739,-0.95,0.35,
1759,-0.95,0.39,
1781,-0.95,0.43,
1799,-0.95,0.43,
1821,-0.95,0.47,
1838,-0.95,0.47,
1861,-0.96,0.49,
1881,-0.96,0.49,
1900,-0.96,0.49,
1919,-0.96,0.49,
1941,-0.97,0.49,
1959,-0.97,0.49,
1979,-0.97,0.49,
2006,-0.97,0.49,
2025,-0.97,0.44,
2041,-0.97,0.41,
2061,-0.95,0.36,
2081,-0.95,0.31,
2100,-0.95,0.26,
2123,-0.95,0.22,
2140,-0.96,0.17,
2160,-0.95,0.15,
2179,-0.95,0.07,
2200,-0.93,0.05,
2220,-0.93,0.01,
2241,-0.90,-0.01,
2259,-0.90,-0.01,
2280,-0.89,-0.01,
2299,-0.85,-0.05,
2320,-0.85,-0.05,
2339,-0.85,-0.11,
2360,-0.84,-0.17,
2380,-0.81,-0.21,
2400,-0.80,-0.21,
2418,-0.80,-0.21,
2439,-0.79,-0.25,
2465,-0.78,-0.25,
2478,-0.78,-0.25,
2500,-0.76,-0.25,
2518,-0.76,-0.25,
2540,-0.74,-0.25,
2560,-0.72,-0.25,
2579,-0.70,-0.25,
2599,-0.69,-0.25,
2619,-0.67,-0.25,
2639,-0.66,-0.25,
2660,-0.59,-0.25,
2682,-0.54,-0.25,
2700,-0.54,-0.25,
2719,-0.53,-0.25,
2738,-0.53,-0.25,
2759,-0.52,-0.25,
2779,-0.52,-0.25,
2799,-0.50,-0.25,
2820,-0.49,-0.23,
2840,-0.48,-0.25,
2859,-0.48,-0.25,
2880,-0.46,-0.25,
2898,-0.46,-0.25,
2920,-0.45,-0.25,
2940,-0.44,-0.25,
2958,-0.44,-0.25,
2978,-0.44,-0.25,
3004,-0.42,-0.25,
3018,-0.42,-0.25,
3038,-0.42,-0.25,
3058,-0.42,-0.25,
3079,-0.40,-0.23,
3099,-0.40,-0.25,
3119,-0.38,-0.20,
3139,-0.37,-0.16,
3160,-0.34,-0.05,
3179,-0.33,-0.01,
3199,-0.30,0.00,
3219,-0.29,0.04,
3240,-0.27,0.14,
3258,-0.27,0.20,
3280,-0.27,0.31,
3300,-0.27,0.42,
3320,-0.27,0.49,
3339,-0.27,0.53,
3360,-0.27,0.54,
3379,-0.27,0.56,
3399,-0.27,0.57,
3419,-0.27,0.60,
3439,-0.27,0.61,
3460,-0.27,0.63,
3481,-0.27,0.64,
3499,-0.27,0.64,
3519,-0.27,0.64,
3538,-0.27,0.64,
3558,-0.27,0.64,
3578,-0.27,0.64,
3599,-0.27,0.64,
3619,-0.27,0.64,
3640,-0.27,0.64,
3659,-0.27,0.60,
3679,-0.27,0.58,
3699,-0.27,0.57,
3720,-0.27,0.60,
3738,-0.27,0.60,
3760,-0.27,0.57,
3779,-0.27,0.57,
3798,-0.27,0.57,
3818,-0.27,0.57,
3838,-0.27,0.57,
3859,-0.27,0.56,
3878,-0.27,0.56,
3898,-0.27,0.56,
3919,-0.27,0.55,
3939,-0.27,0.52,
3960,-0.26,0.39,
3979,-0.24,0.30,
3999,-0.20,0.22,
4024,-0.16,0.20,
4046,-0.14,0.19,
4061,-0.12,0.22,
4081,-0.10,0.27,
4100,-0.10,0.34,
4120,-0.10,0.37,
4140,-0.10,0.39,
4160,-0.10,0.43,
4180,-0.10,0.49,
4199,-0.10,0.52,
4219,-0.10,0.52,
4238,-0.10,0.52,
4258,-0.10,0.52,
4278,-0.10,0.52,
4299,-0.10,0.52,
4318,-0.10,0.52,
4339,-0.10,0.52,
4358,-0.10,0.52,
4380,-0.10,0.50,
4399,-0.10,0.47,
4419,-0.10,0.31,
4439,-0.10,0.16,
4460,-0.10,-0.01,
4478,-0.10,-0.01,
4498,-0.10,-0.02,
4518,-0.10,-0.01,
4538,-0.10,-0.02,
4558,-0.10,-0.02,
4580,-0.14,-0.03,
4600,-0.21,-0.03,
4621,-0.32,-0.16,
4638,-0.32,-0.16,
4660,-0.37,-0.18,
4680,-0.37,-0.18,
4700,-0.40,-0.23,
