1,-0.01,-0.01,
20,-0.01,-0.02,
40,-0.01,-0.01,
59,-0.01,-0.01,
80,-0.01,-0.01,
100,-0.01,-0.01,
120,-0.03,-0.01,
140,-0.04,-0.01,
160,-0.07,-0.01,
181,-0.09,-0.01,
201,-0.11,-0.02,
221,-0.15,-0.03,
240,-0.15,-0.04,
261,-0.21,-0.05,
281,-0.24,-0.05,
301,-0.29,-0.07,
321,-0.30,-0.05,
341,-0.36,-0.07,
361,-0.41,-0.09,
381,-0.45,-0.11,
401,-0.48,-0.09,
421,-0.52,-0.09,
441,-0.52,-0.09,
461,-0.55,-0.09,
481,-0.56,-0.13,
501,-0.61,-0.15,
521,-0.64,-0.15,
541,-0.65,-0.15,
561,-0.67,-0.13,
581,-0.70,-0.13,
601,-0.73,-0.13,
621,-0.77,-0.13,
641,-0.78,-0.13,
660,-0.78,-0.13,
682,-0.80,-0.13,
699,-0.80,-0.13,
720,-0.80,-0.13,
740,-0.80,-0.13,
760,-0.80,-0.13,
781,-0.83,-0.13,
800,-0.83,-0.13,
820,-0.83,-0.13,
840,-0.83,-0.13,
860,-0.83,-0.15,
881,-0.84,-0.13,
901,-0.84,-0.13,
920,-0.84,-0.14,
940,-0.84,-0.15,
960,-0.84,-0.13,
980,-0.84,-0.15,
1000,-0.84,-0.15,
1020,-0.84,-0.17,
1041,-0.84,-0.19,
1060,-0.84,-0.19,
1080,-0.84,-0.19,
1100,-0.84,-0.19,
1120,-0.84,-0.19,
1140,-0.84,-0.19,
1160,-0.84,-0.19,
1180,-0.84,-0.20,
1201,-0.84,-0.19,
1221,-0.84,-0.20,
1240,-0.84,-0.20,
1261,-0.84,-0.20,
1281,-0.84,-0.19,
1300,-0.84,-0.19,
1320,-0.84,-0.19,
1340,-0.84,-0.19,
1360,-0.84,-0.20,
1381,-0.84,-0.19,
1400,-0.84,-0.20,
1420,-0.84,-0.19,
1440,-0.83,-0.21,
1460,-0.83,-0.20,
1480,-0.83,-0.19,
1500,-0.83,-0.19,
1521,-0.83,-0.20,
1541,-0.83,-0.19,
1560,-0.83,-0.19,
1581,-0.83,-0.19,
1600,-0.83,-0.19,
1620,-0.83,-0.19,
1641,-0.83,-0.19,
1660,-0.83,-0.19,
1680,-0.83,-0.19,
1700,-0.83,-0.17,
1720,-0.83,-0.17,
1740,-0.87,-0.17,
1761,-0.87,-0.15,
1780,-0.88,-0.15,
1801,-0.91,-0.16,
1820,-0.91,-0.15,
1841,-0.95,-0.15,
1861,-0.94,-0.15,
1881,-0.95,-0.15,
1901,-0.95,-0.16,
1921,-0.95,-0.15,
1941,-0.98,-0.15,
1962,-0.96,-0.13,
1980,-0.96,-0.13,
2000,-0.96,-0.13,
2020,-0.96,-0.13,
2041,-0.96,-0.14,
2061,-0.96,-0.11,
2081,-0.97,-0.11,
2101,-0.96,-0.11,
2120,-0.96,-0.11,
2139,-0.96,-0.11,
2161,-0.96,-0.11,
2180,-0.96,-0.11,
2209,-0.96,-0.07,
2233,-0.96,-0.07,
2249,-0.96,-0.07,
2260,-0.96,-0.07,
2293,-0.96,-0.07,
2305,-0.96,-0.07,
2319,-0.96,-0.07,
2346,-0.96,-0.03,
2360,-0.96,-0.03,
2380,-0.96,-0.01,
2400,-0.96,-0.01,
2420,-0.96,-0.01,
2440,-0.96,-0.01,
2460,-0.96,-0.01,
2480,-0.96,-0.01,
2501,-0.97,-0.01,
2521,-0.96,-0.01,
2539,-0.96,-0.01,
2560,-0.96,-0.01,
2580,-0.96,-0.01,
2602,-0.96,-0.01,
2620,-0.96,-0.01,
2641,-0.96,-0.01,
2660,-0.96,-0.01,
2680,-0.96,-0.01,
2700,-0.96,-0.01,
2720,-0.98,-0.07,
2741,-0.96,-0.07,
2760,-0.96,-0.07,
2780,-0.96,-0.09,
2801,-0.96,-0.13,
2820,-0.96,-0.15,
2840,-0.96,-0.15,
2861,-0.95,-0.15,
2880,-0.95,-0.15,
2900,-0.95,-0.17,
2920,-0.95,-0.17,
2940,-0.95,-0.17,
2960,-0.95,-0.17,
2980,-0.95,-0.17,
3000,-0.95,-0.19,
3020,-0.95,-0.19,
3039,-0.95,-0.19,
3060,-0.95,-0.19,
3080,-0.95,-0.19,
3100,-0.95,-0.19,
3119,-0.95,-0.19,
3140,-0.95,-0.19,
3160,-0.95,-0.19,
3179,-0.95,-0.19,
3200,-0.95,-0.19,
3220,-0.95,-0.19,
3240,-0.95,-0.19,
3260,-0.95,-0.19,
3280,-0.95,-0.19,
3300,-0.95,-0.19,
3320,-0.95,-0.19,
3341,-0.93,-0.19,
3362,-0.91,-0.19,
3381,-0.91,-0.19,
3401,-0.88,-0.19,
3421,-0.91,-0.19,
3441,-0.88,-0.19,
3461,-0.88,-0.20,
3479,-0.88,-0.19,
3501,-0.85,-0.19,
3521,-0.78,-0.09,
3541,-0.62,-0.02,
3561,-0.34,0.00,
3581,-0.13,0.07,
3601,-0.09,0.09,
3621,-0.10,0.10,
3641,-0.09,0.11,
3661,-0.09,0.11,
3680,-0.09,0.11,
3701,-0.07,0.11,
3721,-0.05,0.15,
3741,-0.03,0.16,
3761,-0.03,0.17,
3781,-0.01,0.23,
3801,-0.01,0.25,
3821,-0.01,0.31,
3841,-0.01,0.37,
3861,-0.01,0.47,
3881,-0.01,0.49,
3901,-0.01,0.52,
3921,-0.01,0.53,
3941,-0.01,0.54,
3960,-0.01,0.54,
3980,-0.01,0.54,
3999,-0.01,0.54,
4020,-0.01,0.54,
4040,-0.01,0.54,
4059,-0.01,0.54,
4081,-0.01,0.54,
4101,-0.01,0.57,
4121,-0.01,0.57,
4140,-0.01,0.57,
4161,-0.01,0.55,
4181,-0.01,0.52,
4200,-0.01,0.52,
4220,-0.01,0.52,
4240,-0.01,0.52,
4260,-0.01,0.52,
4280,-0.01,0.52,
4301,-0.01,0.53,
4321,-0.01,0.54,
4340,-0.01,0.54,
4360,-0.01,0.54,
4380,-0.01,0.54,
4399,-0.01,0.54,
4421,-0.01,0.49,
4441,-0.01,0.43,
4461,-0.01,0.29,
4480,-0.01,0.29,
4500,-0.01,0.27,
4521,-0.01,0.29,
4540,-0.01,0.31,
4560,-0.01,0.31,
4581,-0.01,0.35,
4601,-0.01,0.37,
4619,-0.01,0.37,
4639,-0.01,0.37,
4660,-0.01,0.37,
4680,-0.01,0.37,
4700,-0.01,0.37,
4722,-0.01,0.39,
4741,-0.01,0.41,
4761,-0.01,0.46,
4781,-0.01,0.47,
4800,-0.01,0.47,
4820,-0.01,0.47,
4842,-0.01,0.49,
4860,-0.01,0.49,
4880,-0.01,0.49,
4900,-0.01,0.49,
4920,-0.01,0.49,
4940,-0.01,0.49,
4960,-0.01,0.49,
4980,-0.01,0.49,
5000,-0.01,0.49,
5021,-0.01,0.48,
5041,-0.01,0.36,
5061,-0.01,0.22,
5081,-0.01,0.05,
5099,-0.01,-0.03,
5119,-0.01,-0.03,
5141,-0.01,-0.11,
5161,-0.01,-0.13,
5180,-0.01,-0.13,
5200,-0.01,-0.13,
5219,-0.01,-0.13,
5240,-0.01,-0.15,
5259,-0.01,-0.15,
5281,-0.01,-0.20,
5300,-0.01,-0.22,
5321,-0.01,-0.34,
5341,0.00,-0.43,
5362,0.00,-0.47,
5382,0.00,-0.48,
5400,0.00,-0.48,
5421,0.00,-0.45,
5441,0.00,-0.37,
5461,0.00,-0.25,
5480,0.00,-0.20,
5501,0.00,-0.16,
5521,0.00,-0.13,
5541,0.00,-0.15,
5560,0.00,-0.15,
5580,0.00,-0.15,
5600,0.00,-0.15,
5620,0.00,-0.15,
5641,0.00,-0.13,
5662,0.00,-0.11,
5682,0.00,-0.05,
5699,0.06,-0.01,
5721,0.09,0.05,
5741,0.12,0.07,
5761,0.17,0.09,
5780,0.17,0.11,
5801,0.26,0.11,
5821,0.30,0.11,
5841,0.38,0.11,
5861,0.43,0.11,
5881,0.45,0.11,
5900,0.45,0.11,
5921,0.47,0.10,
5940,0.47,0.11,
5961,0.46,0.10,
5981,0.45,0.11,
6000,0.45,0.10,
6021,0.45,0.11,
6041,0.45,0.10,
6061,0.45,0.11,
6080,0.45,0.11,
6100,0.45,0.11,
6120,0.45,0.11,
6140,0.45,0.11,
6160,0.45,0.11,
6180,0.45,0.11,
6200,0.45,0.11,
6220,0.45,0.11,
6240,0.45,0.11,
6261,0.43,0.11,
6280,0.43,0.11,
