1,-0.01,-0.01,
21,-0.01,-0.01,
40,-0.01,-0.01,
60,-0.01,-0.02,
81,-0.02,-0.01,
100,-0.05,-0.01,
121,-0.05,-0.01,
140,-0.05,-0.01,
161,-0.08,-0.01,
180,-0.09,-0.02,
200,-0.09,-0.02,
221,-0.09,-0.04,
241,-0.14,-0.09,
261,-0.14,-0.09,
286,-0.16,-0.09,
301,-0.18,-0.11,
321,-0.25,-0.11,
340,-0.25,-0.11,
360,-0.25,-0.11,
381,-0.25,-0.11,
400,-0.25,-0.11,
420,-0.48,-0.11,
441,-0.54,-0.11,
462,-0.60,-0.13,
481,-0.66,-0.13,
501,-0.72,-0.15,
521,-0.77,-0.15,
540,-0.77,-0.15,
561,-0.80,-0.15,
580,-0.80,-0.15,
601,-0.80,-0.15,
621,-0.84,-0.15,
641,-0.84,-0.15,
661,-0.85,-0.13,
681,-0.85,-0.15,
701,-0.88,-0.13,
721,-0.89,-0.09,
741,-0.88,-0.07,
767,-0.89,-0.05,
780,-0.89,-0.05,
801,-0.89,-0.04,
821,-0.89,-0.01,
840,-0.89,-0.01,
860,-0.89,-0.01,
880,-0.89,-0.01,
900,-0.89,0.00,
920,-0.89,0.00,
941,-0.90,0.03,
961,-0.91,0.03,
980,-0.91,0.05,
1001,-0.91,0.07,
1020,-0.91,0.07,
1042,-0.91,0.07,
1061,-0.91,0.07,
1081,-0.91,0.06,
1101,-0.91,0.07,
1120,-0.91,0.07,
1141,-0.93,0.07,
1160,-0.93,0.07,
1181,-0.93,0.08,
1200,-0.93,0.09,
1220,-0.93,0.11,
1241,-0.93,0.12,
1260,-0.93,0.13,
1281,-0.95,0.17,
1300,-0.95,0.17,
1320,-0.95,0.17,
1340,-0.95,0.17,
1360,-0.95,0.17,
1380,-0.95,0.17,
1400,-0.95,0.17,
1420,-0.95,0.19,
1440,-0.95,0.19,
1461,-0.95,0.21,
1480,-0.95,0.22,
1500,-0.95,0.23,
1520,-0.95,0.23,
1540,-0.95,0.23,
1560,-0.95,0.23,
1581,-0.95,0.26,
1601,-0.95,0.29,
1620,-0.95,0.29,
1640,-0.95,0.29,
1661,-0.95,0.29,
1680,-0.95,0.30,
